City_ID,City,Lat,Lng,Max Temp F,Humidity,Cloudiness,Wind Speed,Country,Date
278,sinop,41.7711,34.8709,59.756,48,0,2.71,TR,2023-09-13 23:42:40
279,remire-montjoly,4.9167,-52.2667,80.636,83,0,1.54,GF,2023-09-13 23:42:40
280,mount pearl,47.5166,-52.7813,60.152,96,100,3.09,CA,2023-09-13 23:42:40
281,sao felix do xingu,-6.6447,-51.995,79.97,36,6,1.48,BR,2023-09-13 23:40:42
282,zapolyarnyy,69.4154,30.8136,38.48,92,73,2.16,RU,2023-09-13 23:42:41
283,antofagasta,-23.65,-70.4,60.08,85,18,7.57,CL,2023-09-13 23:42:07
284,luderitz,-26.6481,15.1594,53.222,91,0,8.79,,2023-09-13 23:42:42
285,mirny,62.5353,113.9611,33.242,93,99,5.81,RU,2023-09-13 23:42:42
286,thanh hoa,19.8,105.7667,74.66,88,100,1.57,VN,2023-09-13 23:42:42
287,iguape,-24.7081,-47.5553,73.346,77,78,1.79,BR,2023-09-13 23:40:26
288,saint-pierre,-21.3393,55.4781,67.676,68,0,3.09,RE,2023-09-13 23:42:43
289,kavieng,-2.5744,150.7967,81.608,78,81,4.32,PG,2023-09-13 23:42:43
290,balqash,46.8481,74.995,50.684,71,21,3.58,KZ,2023-09-13 23:42:44
291,annaba,36.9,7.7667,75.164,94,40,1.54,DZ,2023-09-13 23:42:44
292,majie,25.0333,102.6361,57.182,94,40,2.0,CN,2023-09-13 23:42:44
293,nadi,-17.8,177.4167,84.2,61,40,4.63,FJ,2023-09-13 23:42:45
294,alta,69.9689,23.2717,40.262,75,20,2.57,NO,2023-09-13 23:40:49
295,zagora,30.3484,-5.8365,82.472,29,25,2.19,MA,2023-09-13 23:42:45
296,taroa,8.7058,171.2275,83.94800000000001,75,97,5.34,MH,2023-09-13 23:42:45
297,walvis bay,-22.9575,14.5053,55.094,87,0,3.09,,2023-09-13 23:42:46
298,camana,-16.6228,-72.7111,64.364,84,48,3.31,PE,2023-09-13 23:42:47
299,camapua,-19.5314,-54.0439,72.248,78,100,5.92,BR,2023-09-13 23:42:47
300,kasangulu,-4.5911,15.1708,77.882,60,68,1.16,CD,2023-09-13 23:42:47
301,labrador city,52.9463,-66.9114,53.51,87,100,3.6,CA,2023-09-13 23:40:10
302,rio branco,-9.9747,-67.81,77.612,88,40,2.57,BR,2023-09-13 23:42:48
303,pokhara,28.2333,83.9833,71.94200000000001,87,80,1.96,NP,2023-09-13 23:42:48
304,bilohirsk,45.05,34.6,60.224,65,11,2.42,UA,2023-09-13 23:42:49
305,kyzylorda,44.8528,65.5092,44.618,65,0,3.0,KZ,2023-09-13 23:42:49
306,necochea,-38.5473,-58.7368,46.922,74,13,4.72,AR,2023-09-13 23:37:52
307,fortuna,40.5982,-124.1573,72.932,74,20,5.66,US,2023-09-13 23:42:49
308,lubny,50.0163,32.9969,58.37,39,38,4.56,UA,2023-09-13 23:42:50
309,naujoji akmene,56.3167,22.9,61.574,99,98,1.69,LT,2023-09-13 23:42:50
310,guiyang,26.5833,106.7167,63.086,82,75,3.0,CN,2023-09-13 23:42:50
311,mejit,10.2753,170.8646,83.03,78,16,6.49,MH,2023-09-13 23:42:51
312,tumayr,25.7039,45.868,85.69399999999999,14,24,1.02,SA,2023-09-13 23:42:51
313,severo-yeniseyskiy,60.3725,93.0408,42.404,73,98,0.59,RU,2023-09-13 23:42:51
314,ghat,24.9647,10.1728,82.05799999999999,19,0,1.26,LY,2023-09-13 23:42:52
315,chiang rai,19.9167,99.9167,75.182,100,75,1.54,TH,2023-09-13 23:42:52
316,kindu,-2.95,25.95,70.196,96,77,1.14,CD,2023-09-13 23:42:52
317,broken hill,-31.95,141.4333,73.976,22,63,7.4,AU,2023-09-13 23:42:53
318,rikaze,29.25,88.8833,51.368,37,0,1.48,CN,2023-09-13 23:42:53
319,suda,59.1525,37.5582,54.104,79,7,3.05,RU,2023-09-13 23:42:53
320,dryden,49.7833,-92.7503,61.088,48,0,4.12,CA,2023-09-13 23:42:54
321,nova sintra,14.8667,-24.7167,76.47800000000001,81,57,3.79,CV,2023-09-13 23:42:54
322,khandwa,21.8333,76.3333,74.048,90,94,3.22,IN,2023-09-13 23:42:54
323,daru,-9.0763,143.2092,80.078,69,44,6.01,PG,2023-09-13 23:42:55
324,aldinga beach,-35.2793,138.4604,77.252,42,100,7.02,AU,2023-09-13 23:42:55
325,papao,-17.75,-149.55,80.276,69,98,10.68,PF,2023-09-13 23:42:55
326,lethem,3.3803,-59.7968,87.35,42,83,1.79,GY,2023-09-13 23:42:55
327,illizi,26.4833,8.4667,82.202,17,0,5.74,DZ,2023-09-13 23:42:56
328,westford,42.5793,-71.4378,70.412,89,100,1.54,US,2023-09-13 23:40:33
329,seosan,36.7817,126.4522,70.97,84,90,5.17,KR,2023-09-13 23:42:56
330,puerto baquerizo moreno,-0.9,-89.6,74.89399999999999,87,92,5.96,EC,2023-09-13 23:42:57
331,sarangani,5.4033,125.4636,80.54599999999999,80,99,5.01,PH,2023-09-13 23:42:57
332,codrington,-38.2667,141.9667,66.218,57,100,6.37,AU,2023-09-13 23:42:57
333,kievka,50.2619,71.5514,48.326,84,88,3.19,KZ,2023-09-13 23:42:58
334,mankono,8.0586,-6.1897,71.50999999999999,98,88,1.77,CI,2023-09-13 23:42:58
335,margate,51.3813,1.3862,60.692,80,36,0.45,GB,2023-09-13 23:42:10
336,leninskoye,41.7589,69.3864,59.396,35,3,1.66,KZ,2023-09-13 23:42:59
337,juneau,58.3019,-134.4197,53.6,90,100,7.72,US,2023-09-13 23:42:59
338,north ward,-19.2454,146.8075,75.11,53,0,4.63,AU,2023-09-13 23:42:59
339,cascais,38.6979,-9.4215,73.508,66,4,9.83,PT,2023-09-13 23:43:00
340,al bayda',32.7627,21.7551,63.842,77,0,3.8,LY,2023-09-13 23:40:45
341,kalmunai,7.4167,81.8167,78.69200000000001,79,100,4.37,LK,2023-09-13 23:43:00
342,sao luiz gonzaga,-28.4083,-54.9608,49.298,95,100,6.33,BR,2023-09-13 23:43:01
343,forster,-32.1667,152.5167,69.386,59,7,1.67,AU,2023-09-13 23:43:01
344,lorengau,-2.0226,147.2712,82.724,79,64,4.7,PG,2023-09-13 23:43:01
345,monticello,45.3055,-93.7941,66.146,50,0,2.57,US,2023-09-13 23:43:02
346,revda,56.801,59.9303,48.074,93,94,0.84,RU,2023-09-13 23:43:02
347,ploneour-lanvern,47.9,-4.2833,55.724,88,0,2.06,FR,2023-09-13 23:43:02
348,peace river,56.2501,-117.286,59.306,62,75,3.6,CA,2023-09-13 23:39:40
349,obo,5.3998,26.4869,69.152,96,28,1.73,CF,2023-09-13 23:43:03
350,kerikeri,-35.2268,173.9474,65.912,69,54,1.34,NZ,2023-09-13 23:43:03
351,el calafate,-50.3408,-72.2768,35.33,91,99,0.87,AR,2023-09-13 23:43:04
352,kabare,-2.4683,28.8242,63.392,89,94,0.19,CD,2023-09-13 23:43:04
353,turochak,52.2576,87.1224,50.612,89,98,1.36,RU,2023-09-13 23:43:04
354,songea,-10.6833,35.65,63.068,74,45,1.3,TZ,2023-09-13 23:43:05
355,forked river,39.8398,-74.1901,79.142,83,27,3.26,US,2023-09-13 23:43:05
356,orenburg,51.7727,55.0988,48.218,72,59,1.89,RU,2023-09-13 23:43:05
357,el transito,13.35,-88.35,78.08,97,88,1.45,SV,2023-09-13 23:43:06
358,kalispell,48.1958,-114.3129,73.436,40,20,3.6,US,2023-09-13 23:39:40
359,lagos de moreno,21.35,-101.9167,81.248,20,1,2.42,MX,2023-09-13 23:43:07
360,tindouf,27.6711,-8.1474,84.65,26,0,4.12,DZ,2023-09-13 23:43:07
361,hakkari,37.5833,44.1667,51.584,76,40,2.57,TR,2023-09-13 23:43:07
362,itauna,-20.0753,-44.5764,72.30199999999999,42,0,1.4,BR,2023-09-13 23:43:08
363,egilsstadir,65.2653,-14.3948,37.31,81,0,2.57,IS,2023-09-13 23:43:08
364,fruitland,38.3221,-75.6202,78.854,73,0,2.57,US,2023-09-13 23:43:08
365,saint-paul,-21.0096,55.2707,69.89,85,30,1.79,RE,2023-09-13 23:43:08
366,sarandi del yi,-33.35,-55.6333,44.798,82,100,1.56,UY,2023-09-13 23:43:09
367,bardai,11.65,7.2333,73.166,86,67,3.01,NG,2023-09-13 23:43:09
368,siwa oasis,29.2041,25.5195,78.998,50,0,4.57,EG,2023-09-13 23:43:10
369,grande prairie,55.1667,-118.8027,60.98,36,75,8.75,CA,2023-09-13 23:43:10
370,aydincik,36.1437,33.3202,73.13,23,0,6.84,TR,2023-09-13 23:43:10
371,chegdomyn,51.1167,133.0167,47.66,74,54,0.87,RU,2023-09-13 23:43:10
372,prince rupert,54.3161,-130.3201,60.89,73,75,3.6,CA,2023-09-13 23:43:11
373,nizhneangarsk,55.7833,109.55,51.494,75,94,1.6,RU,2023-09-13 23:43:11
374,gorey,52.6747,-6.2925,60.476,96,100,4.01,IE,2023-09-13 23:43:11
375,suva,-18.1416,178.4415,80.078,78,75,4.63,FJ,2023-09-13 23:43:12
376,cabedelo,-6.9811,-34.8339,75.866,85,46,6.09,BR,2023-09-13 23:43:12
377,saldanha,-33.0117,17.9442,53.654,78,68,5.83,ZA,2023-09-13 23:43:12
378,west end,26.6833,-78.9667,84.18199999999999,72,0,6.24,BS,2023-09-13 23:43:13
379,havre,49.5833,0.3333,58.766,94,0,2.57,FR,2023-09-13 23:43:13
380,gislaved,57.3044,13.5408,48.11,77,20,1.68,SE,2023-09-13 23:43:13
381,kirakira,-10.4544,161.9205,79.178,77,98,2.3,SB,2023-09-13 23:43:14
382,tralee,52.2704,-9.7026,57.668,96,100,2.05,IE,2023-09-13 23:43:14
383,alakurtti,66.9672,30.3491,44.294,96,79,1.74,RU,2023-09-13 23:43:14
384,callao,-12.0667,-77.15,66.722,77,100,8.75,PE,2023-09-13 23:43:15
385,rameswaram,9.2833,79.3,81.986,82,100,10.31,IN,2023-09-13 23:43:15
386,la sarre,48.8002,-79.1996,45.644,97,100,4.81,CA,2023-09-13 23:40:53
387,manavalakurichi,8.1333,77.3,75.956,91,100,2.33,IN,2023-09-13 23:43:16
388,gavarr,40.354,45.1239,44.708,93,90,2.04,AM,2023-09-13 23:43:16
389,maragogi,-9.0122,-35.2225,74.876,88,4,5.32,BR,2023-09-13 23:40:55
390,adler,43.43,39.92,59.18,82,0,5.0,RU,2023-09-13 23:43:17
391,laurel,39.0993,-76.8483,79.376,74,40,2.06,US,2023-09-13 23:38:33
392,colonia,50.9333,6.95,60.854,86,20,1.54,DE,2023-09-13 23:40:11
393,shahrak,34.1074,64.3052,50.918,41,0,2.45,AF,2023-09-13 23:43:17
394,cuatro cienegas de carranza,26.9833,-102.0833,93.02,33,5,4.88,MX,2023-09-13 23:43:18
395,lagunas,-5.2269,-75.6753,82.886,62,54,1.44,PE,2023-09-13 23:43:18
396,perbaungan,3.5679,98.956,77.108,88,88,1.84,ID,2023-09-13 23:43:19
397,igarka,67.4667,86.5833,53.546,83,100,6.58,RU,2023-09-13 23:43:19
398,shorewood,41.52,-88.2017,65.822,69,40,3.6,US,2023-09-13 23:43:19
399,sola,-13.8833,167.55,79.46600000000001,78,100,1.54,VU,2023-09-13 23:43:20
400,sandakan,5.8402,118.1179,76.676,100,40,0.0,MY,2023-09-13 23:43:20
401,crane,31.3974,-102.3501,83.588,46,48,2.04,US,2023-09-13 23:43:20
402,gulbene,57.1777,26.7529,61.952,75,39,3.84,LV,2023-09-13 23:43:21
403,kaoma,-14.7833,24.8,64.79599999999999,65,0,4.1,ZM,2023-09-13 23:43:21
404,enriquillo,17.9,-71.2333,83.876,85,93,2.49,DO,2023-09-13 23:43:21
405,afonso bezerra,-5.4983,-36.5056,77.72,69,35,8.76,BR,2023-09-13 23:43:21
406,columbia city,41.1573,-85.4883,66.002,65,69,3.57,US,2023-09-13 23:43:22
407,attapeu,14.8,106.8333,73.994,100,100,0.79,LA,2023-09-13 23:43:22
408,chefchaouene,35.1688,-5.2636,63.968,73,0,1.65,MA,2023-09-13 23:43:23
409,portland,45.5234,-122.6762,82.67,49,40,5.14,US,2023-09-13 23:37:10
410,yigo village,13.5361,144.8886,86.288,77,20,3.09,GU,2023-09-13 23:43:23
411,mhamid,29.82,-5.72,84.938,31,49,2.37,MA,2023-09-13 23:43:24
412,bangar,16.8936,120.4243,81.824,78,100,4.0,PH,2023-09-13 23:43:24
413,anshun,26.25,105.9333,62.402,91,100,1.96,CN,2023-09-13 23:43:24
414,lommatzsch,51.2,13.3,63.716,91,92,5.02,DE,2023-09-13 23:43:25
415,saipan,15.1355,145.701,86.702,79,40,2.57,MP,2023-09-13 23:43:25
416,freetown,8.484,-13.2299,77.666,88,100,2.62,SL,2023-09-13 23:43:26
417,pudozh,61.8099,36.5345,57.416,79,53,4.3,RU,2023-09-13 23:43:26
418,cabinda,-5.55,12.2,75.344,94,0,3.09,AO,2023-09-13 23:43:26
419,la'ie,21.6477,-157.9253,87.764,75,73,3.58,US,2023-09-13 23:43:27
420,naze,28.3667,129.4833,81.518,78,24,3.84,JP,2023-09-13 23:43:27
421,markovo,57.3206,107.0881,44.618,84,89,1.17,RU,2023-09-13 23:43:27
422,al bardiyah,31.7561,25.0865,74.498,65,0,4.46,LY,2023-09-13 23:43:28
423,luang prabang,19.8856,102.1347,73.742,100,98,0.31,LA,2023-09-13 23:43:28
424,yuzhno-kurilsk,44.0306,145.8556,61.592,90,100,5.39,RU,2023-09-13 23:43:28
425,dara,15.3484,-15.4799,84.164,78,53,4.28,SN,2023-09-13 23:43:29
426,melekeok village,7.4957,134.6367,84.758,79,75,3.09,PW,2023-09-13 23:43:29
427,goonellabah,-28.8167,153.3167,65.822,68,10,1.72,AU,2023-09-13 23:43:29
428,zhalantun,48.0,122.7167,56.516,64,17,2.38,CN,2023-09-13 23:43:30
429,cannonvale,-20.2833,148.7,72.788,44,39,5.97,AU,2023-09-13 23:43:30
430,voi,-3.3945,38.563,69.476,66,1,3.66,KE,2023-09-13 23:43:30
431,talodi,10.6325,30.3797,76.226,68,42,1.04,SD,2023-09-13 23:43:31
432,omu-aran,8.1333,5.1,69.602,98,51,2.68,NG,2023-09-13 23:43:31
433,howard springs,-12.497,131.047,80.87,56,9,4.79,AU,2023-09-13 23:43:31
434,vorgashor,67.5833,63.95,48.02,84,93,6.79,RU,2023-09-13 23:43:32
435,kangasala,61.4638,24.076,55.022,88,100,3.31,FI,2023-09-13 23:43:32
436,caleta de carquin,-11.0925,-77.6267,64.076,88,56,8.71,PE,2023-09-13 23:43:32
437,diego de almagro,-26.3667,-70.05,60.35,32,13,1.22,CL,2023-09-13 23:43:33
438,mora,11.0461,14.1401,71.852,87,100,4.04,CM,2023-09-13 23:43:33
439,shalqar,47.8333,59.6,57.434,64,30,1.52,KZ,2023-09-13 23:43:34
440,cristalina,-16.7686,-47.6136,72.28399999999999,34,3,1.99,BR,2023-09-13 23:43:34
441,pukchil-lodongjagu,40.2019,125.7483,68.95400000000001,84,25,1.02,KP,2023-09-13 23:43:34
442,casteljaloux,44.3176,0.0861,64.31,89,8,2.61,FR,2023-09-13 23:43:35
443,yaiza,28.9633,-13.7631,73.166,69,20,4.63,ES,2023-09-13 23:43:35
444,huizhou,23.0833,114.4,78.008,95,100,0.78,CN,2023-09-13 23:43:35
445,balabac,7.9868,117.0645,79.97,82,100,4.54,PH,2023-09-13 23:43:36
446,ust'-kulom,61.6864,53.6902,47.282,94,8,1.54,RU,2023-09-13 23:43:36
447,antsiranana,-12.2787,49.2917,71.312,79,6,5.61,MG,2023-09-13 23:43:36
448,lehigh acres,26.6254,-81.6248,89.6,74,0,3.6,US,2023-09-13 23:43:36
449,goris,41.9842,44.1158,52.772,91,7,1.4,GE,2023-09-13 23:43:37
450,tapes,-30.6733,-51.3958,55.85,96,100,3.56,BR,2023-09-13 23:43:37
451,bady bassitt,-20.9181,-49.4453,82.598,47,0,10.29,BR,2023-09-13 23:43:37
452,nahiyat ash shinafiyah,31.5874,44.6602,88.88000000000001,23,1,6.72,IQ,2023-09-13 23:43:38
453,samtse,26.899,89.0995,75.2,86,9,1.94,BT,2023-09-13 23:43:39
454,nizhnesortymskiy,62.4397,71.7603,52.376,81,51,3.58,RU,2023-09-13 23:43:39
455,borogontsy,62.6683,131.1683,45.482,73,95,2.04,RU,2023-09-13 23:43:39
456,kruisfontein,-34.0033,24.7314,54.824,79,28,12.29,ZA,2023-09-13 23:43:40
457,andorra,42.5,1.5,60.764,88,88,0.72,AD,2023-09-13 23:43:40
458,haparanda,65.8355,24.1368,33.854,96,6,2.91,SE,2023-09-13 23:43:40
459,panadura,6.7132,79.9026,77.234,86,88,2.78,LK,2023-09-13 23:43:41
460,sodra sandby,56.5667,16.6167,57.884,3,85,6.58,SE,2023-09-13 23:43:41
461,mazamari,-11.3258,-74.5308,70.196,92,77,2.77,PE,2023-09-13 23:43:41
462,san felipe,10.3399,-68.7425,81.662,65,44,2.52,VE,2023-09-13 23:43:42
463,entebbe,0.0644,32.4469,71.924,94,20,9.26,UG,2023-09-13 23:43:42
464,juan griego,11.0817,-63.9655,89.726,62,99,4.63,VE,2023-09-13 23:43:42
465,haiku-pauwela,20.9219,-156.3051,87.81800000000001,59,40,9.26,US,2023-09-13 23:43:43
466,kavaratti,10.5669,72.642,81.392,80,100,6.82,IN,2023-09-13 23:43:43
467,tazovsky,67.4667,78.7,47.03,83,73,4.71,RU,2023-09-13 23:43:43
468,jhunjhunun,28.1307,75.4014,83.336,60,92,3.02,IN,2023-09-13 23:43:44
469,kangding,30.0513,101.9603,55.328,85,10,1.81,CN,2023-09-13 23:43:44
470,mahina,-17.5065,-149.489,80.366,61,75,4.12,PF,2023-09-13 23:43:44
471,pristen',51.2355,36.6959,48.074,78,39,2.4,RU,2023-09-13 23:43:45
472,grand forks,47.9417,-97.4337,73.13,36,0,6.17,US,2023-09-13 23:39:32
473,wotho,10.1657,166.0102,83.264,77,32,5.33,MH,2023-09-13 23:43:45
474,chandler,33.3062,-111.8412,98.798,33,20,4.63,US,2023-09-13 23:41:15
475,castillos,-34.1667,-53.8333,47.408,95,100,5.46,UY,2023-09-13 23:43:46
476,al wajh,26.2455,36.4525,84.146,79,0,5.14,SA,2023-09-13 23:43:46
477,marshall,34.3834,-86.3333,80.906,62,40,2.06,US,2023-09-13 23:41:50
478,ta`u,-14.2336,-169.5144,80.492,78,15,6.34,AS,2023-09-13 23:43:47
479,kamina,-8.7386,24.9906,67.78399999999999,75,56,0.68,CD,2023-09-13 23:43:47
480,bojnurd,37.4747,57.329,58.946000000000005,72,0,2.06,IR,2023-09-13 23:43:48
481,fort bragg,35.139,-79.006,80.33,80,100,2.06,US,2023-09-13 23:42:20
482,shenjiamen,29.9576,122.298,76.55,87,100,4.93,CN,2023-09-13 23:43:48
483,laela,-8.5667,32.05,61.934,71,6,2.25,TZ,2023-09-13 23:43:49
484,sabzevar,36.2126,57.6819,69.62,30,0,3.95,IR,2023-09-13 23:43:49
485,kulhudhuffushi,6.6221,73.07,82.256,77,100,5.23,MV,2023-09-13 23:43:49
486,luganville,-15.5333,167.1667,75.65,86,100,4.38,VU,2023-09-13 23:43:50
487,mazatlan,23.2167,-106.4167,91.904,73,20,2.06,MX,2023-09-13 23:40:57
488,sur,22.5667,59.5289,87.476,66,1,2.39,OM,2023-09-13 23:43:50
489,djambala,-2.5447,14.7533,76.352,61,67,1.96,CG,2023-09-13 23:43:51
490,dunedin,-45.8742,170.5036,60.08,38,71,4.78,NZ,2023-09-13 23:43:51
491,powell,40.1578,-83.0752,69.8,65,100,2.57,US,2023-09-13 23:43:51
492,panchagarh,26.3313,88.562,79.25,91,28,3.04,BD,2023-09-13 23:40:05
493,shohimardon,39.9839,71.8028,54.374,50,0,1.06,UZ,2023-09-13 23:43:52
494,copiapo,-27.3667,-70.3333,55.094,36,20,0.59,CL,2023-09-13 23:43:52
495,tsengel,49.4783,100.8894,50.468,85,100,2.47,MN,2023-09-13 23:43:52
496,nelson bay,-32.7167,152.15,65.102,76,4,2.24,AU,2023-09-13 23:43:53
497,kabalo,-6.05,26.9167,73.364,77,100,0.99,CD,2023-09-13 23:43:53
498,nagqu,31.5,92.0,32.504,70,4,0.85,CN,2023-09-13 23:43:53
499,tadine,-21.55,167.8833,72.23,68,100,9.58,NC,2023-09-13 23:43:54
500,jensen beach,27.2545,-80.2298,86.09,75,40,4.12,US,2023-09-13 23:43:19
501,mikuni,36.2171,136.1519,82.31,76,100,4.99,JP,2023-09-13 23:43:55
502,tondi,9.7333,79.0167,81.35600000000001,72,100,5.82,IN,2023-09-13 23:43:55
503,timimoun,29.2639,0.231,88.178,25,94,8.23,DZ,2023-09-13 23:41:05
504,qaisumah,28.3112,46.1273,91.364,17,0,2.06,SA,2023-09-13 23:43:56
505,bomdila,27.25,92.4,57.02,92,4,2.04,IN,2023-09-13 23:43:56
506,san pedro pochutla,15.7333,-96.4667,89.312,76,48,2.44,MX,2023-09-13 23:43:56
507,sao vicente,-23.9631,-46.3919,95.18,30,5,4.0,BR,2023-09-13 23:43:57
508,ende,-8.8432,121.6623,82.13,58,50,0.34,ID,2023-09-13 23:43:57
509,pionerskiy,54.9508,20.2275,66.038,93,90,9.27,RU,2023-09-13 23:43:57
510,xichang,27.8964,102.2634,61.97,91,40,0.3,CN,2023-09-13 23:43:57
511,madalena,41.2162,-8.3345,71.456,80,6,1.59,PT,2023-09-13 23:43:58
512,mata-utu,-13.2816,-176.1745,81.77,79,35,7.41,WF,2023-09-13 23:43:58
513,machico,32.7,-16.7667,73.13,83,75,4.12,PT,2023-09-13 23:43:58
514,loa janan,-0.583,117.095,77.684,87,94,1.52,ID,2023-09-13 23:43:59
515,miyaly,48.8844,53.7836,61.196,58,59,2.19,KZ,2023-09-13 23:43:59
516,verkhnevilyuysk,63.4453,120.3167,35.42,97,100,4.28,RU,2023-09-13 23:43:59
517,brandon,27.9378,-82.2859,89.834,66,0,3.6,US,2023-09-13 23:44:00
518,qionghu,28.843,112.3522,69.404,95,100,3.59,CN,2023-09-13 23:44:00
519,alice springs,-23.7,133.8833,74.75,17,0,5.14,AU,2023-09-13 23:44:00
520,port blair,11.6667,92.75,78.836,89,100,6.69,IN,2023-09-13 23:44:00
521,island harbour,50.724,-1.2758,56.984,93,64,2.08,GB,2023-09-13 23:44:01
522,basco,20.4487,121.9702,81.69800000000001,75,34,2.2,PH,2023-09-13 23:44:01
523,posto fiscal rolim de moura,-13.0833,-62.2667,76.69399999999999,80,87,1.24,BR,2023-09-13 23:44:01
524,santo antonio do ica,-3.1022,-67.9397,78.872,79,81,0.37,BR,2023-09-13 23:44:02
525,coron,11.9986,120.2043,80.636,84,100,3.13,PH,2023-09-13 23:44:02
526,st. john's,47.5649,-52.7093,60.98,96,100,3.09,CA,2023-09-13 23:44:02
527,astara,38.5,48.6667,60.782,88,78,0.54,AZ,2023-09-13 23:44:03
528,turinsk,58.0458,63.696,48.11,90,19,1.48,RU,2023-09-13 23:44:03
529,vineland,39.4862,-75.0257,78.746,80,0,0.0,US,2023-09-13 23:44:04
530,kholmsk,47.0511,142.0569,63.842,55,100,0.43,RU,2023-09-13 23:44:04
531,lodja,-3.4833,23.4333,70.538,99,92,1.7,CD,2023-09-13 23:44:04
532,bac lieu,9.285,105.7244,78.458,88,100,2.19,VN,2023-09-13 23:44:05
533,pisco,-13.7,-76.2167,66.254,77,17,9.26,PE,2023-09-13 23:43:24
534,lawas,13.764,121.0566,81.986,83,100,0.3,PH,2023-09-13 23:44:05
535,jetpur,21.7333,70.6167,75.758,95,75,2.57,IN,2023-09-13 23:44:05
536,nuuk,64.1835,-51.7216,43.412,87,100,23.15,GL,2023-09-13 23:40:53
537,orimattila,60.8049,25.7296,55.31,96,100,4.96,FI,2023-09-13 23:44:06
538,beloyarskiy,63.7119,66.6722,51.008,71,47,2.24,RU,2023-09-13 23:44:06
539,sainte-anne-des-monts,49.124,-66.4924,58.874,100,100,3.09,CA,2023-09-13 23:44:07
540,al jawf,29.5,38.75,74.786,57,0,4.53,SA,2023-09-13 23:44:07
541,tolanaro,-25.0319,46.9987,69.872,88,75,5.14,MG,2023-09-13 23:44:07
542,lingdong,46.5669,131.1453,64.13,64,1,2.3,CN,2023-09-13 23:44:08
543,alva,56.1528,-3.8051,55.418,96,100,0.89,GB,2023-09-13 23:44:08
544,vilhena,-12.7406,-60.1458,70.016,94,40,10.8,BR,2023-09-13 23:44:08
545,klaksvik,62.2266,-6.589,50.918,78,100,11.17,FO,2023-09-13 23:44:09
546,emerald,-23.5333,148.1667,71.816,45,0,3.8,AU,2023-09-13 23:44:09
547,es castell,39.8795,4.2854,74.084,94,40,3.6,ES,2023-09-13 23:44:10
548,hobyo,5.3505,48.5268,77.072,85,30,10.35,SO,2023-09-13 23:44:10
549,meadow lake,34.8014,-106.5436,72.30199999999999,72,100,1.6,US,2023-09-13 23:44:10
550,arkhangel'sk,64.5401,40.5433,59.95399999999999,75,99,4.43,RU,2023-09-13 23:44:11
551,ouesso,1.6136,16.0517,72.68,91,92,0.69,CG,2023-09-13 23:44:11
552,kone,-21.0595,164.8658,68.234,84,100,1.44,NC,2023-09-13 23:44:11
553,puerto colombia,10.9878,-74.9547,86.09,81,44,6.5,CO,2023-09-13 23:44:12
554,kiunga,-6.1219,141.2906,78.908,75,89,2.79,PG,2023-09-13 23:44:12
555,port moresby,-9.4431,147.1797,82.148,60,84,5.66,PG,2023-09-13 23:42:05
556,matca,45.85,27.5333,64.274,64,43,4.78,RO,2023-09-13 23:44:13
557,as sulayyil,20.4607,45.5779,89.852,15,6,0.5,SA,2023-09-13 23:44:13
558,betul,21.9153,77.8961,69.71,97,100,2.42,IN,2023-09-13 23:44:13
559,shimoda,34.6667,138.95,84.11,74,63,1.54,JP,2023-09-13 23:44:14
560,sisimiut,66.9395,-53.6735,40.334,95,100,12.25,GL,2023-09-13 23:44:14
561,manay,7.215,126.5397,81.572,79,100,0.56,PH,2023-09-13 23:44:14
