City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
279,kandi,11.1342,2.9386,29.94,56,97,2.41,BJ,1685484498
280,gisborne,-38.6533,178.0042,14.65,70,1,3.17,NZ,1685484498
281,luganville,-15.5333,167.1667,26.45,69,100,4.5,VU,1685484499
282,katsuren-haebaru,26.3369,127.8719,28.01,94,100,7.8,JP,1685484499
283,bardai,11.65,7.2333,29.87,46,82,6.3,NG,1685484294
284,benguela,-12.5763,13.4055,21.04,85,90,2.01,AO,1685484452
285,hawaiian paradise park,19.5933,-154.9731,26.13,82,100,2.57,US,1685484173
286,malanje,-9.5402,16.341,19.0,56,9,1.3,AO,1685484500
287,jwaneng,-24.6004,24.7303,11.98,59,3,4.01,BW,1685484500
288,masuguru,-11.3667,38.4167,20.74,82,99,1.22,TZ,1685484319
289,chimbote,-9.0853,-78.5783,23.21,75,19,4.2,PE,1685484386
290,palu,-0.8917,119.8707,24.0,94,61,1.25,ID,1685484506
291,masterton,-40.9597,175.6575,14.38,69,86,0.86,NZ,1685484506
292,saint-pierre,-21.3393,55.4781,20.82,68,0,3.6,RE,1685484172
293,guerrero negro,27.9769,-114.0611,19.58,55,1,8.44,MX,1685484251
294,kruisfontein,-34.0033,24.7314,13.27,88,100,2.07,ZA,1685484481
295,akureyri,65.6835,-18.0878,8.96,61,20,3.09,IS,1685484258
296,shetpe,44.1667,52.1167,28.19,13,86,10.56,KZ,1685484507
297,hilo,19.7297,-155.09,27.93,80,100,2.57,US,1685484014
298,prado,-17.3411,-39.2208,22.33,85,9,4.71,BR,1685484408
299,tolanaro,-25.0319,46.9987,21.04,88,40,2.06,MG,1685484299
300,padang,-0.9492,100.3543,24.94,90,100,1.6,ID,1685484508
301,saudarkrokur,65.7461,-19.6394,8.99,69,44,5.17,IS,1685484136
302,sirsa,29.5333,75.0167,22.93,71,98,1.26,IN,1685484509
303,fortuna,40.5982,-124.1573,15.52,81,100,5.66,US,1685484210
304,freetown,8.484,-13.2299,27.15,85,100,3.74,SL,1685484485
305,tommot,58.9564,126.2925,11.06,78,93,0.74,RU,1685484510
306,bidur,4.1167,101.2833,23.7,92,100,1.02,MY,1685484510
307,doksy,50.5647,14.6555,11.48,71,0,1.76,CZ,1685484510
308,borujen,31.9652,51.2873,17.81,38,64,1.55,IR,1685484510
309,qarauyl,48.9451,79.255,10.15,59,14,2.07,KZ,1685484512
310,skovorodino,53.9833,123.9167,7.97,89,86,2.14,RU,1685484512
311,ondangwa,-17.9167,15.95,19.39,30,9,4.09,NA,1685484512
312,barclayville,4.6797,-8.2339,25.42,91,79,2.05,LR,1685484512
313,okhotsk,59.3833,143.3,9.38,66,99,0.67,RU,1685484369
314,st. john's,47.5649,-52.7093,9.88,76,75,4.12,CA,1685483939
315,deogarh,21.5333,84.7333,26.52,74,78,0.81,IN,1685484513
316,minas de marcona,-15.2119,-75.1103,15.91,75,16,5.51,PE,1685484258
317,northam,51.0333,-4.2167,13.55,78,0,6.36,GB,1685484431
318,yuzhno-kurilsk,44.0306,145.8556,9.61,72,9,3.09,RU,1685484237
319,kavaratti,10.5669,72.642,29.46,74,80,1.41,IN,1685484514
320,san antonio de pale,-1.4014,5.6325,26.26,79,82,4.55,GQ,1685484185
321,san jose del cabo,23.0589,-109.6977,32.0,50,0,7.2,MX,1685484453
322,dhidhdhoo,6.8833,73.1,28.93,74,77,3.76,MV,1685484515
323,nijar,36.9665,-2.206,18.7,83,75,1.54,ES,1685484515
324,peterhead,57.5058,-1.7981,11.36,89,21,2.83,GB,1685484516
325,nova vicosa,-17.8919,-39.3719,23.94,74,3,6.25,BR,1685484263
326,lively,46.4334,-81.1498,28.34,28,1,3.66,CA,1685484516
327,potchefstroom,-26.7167,27.1,13.17,82,81,3.57,ZA,1685484516
328,malango,-2.9627,119.9001,18.68,96,94,0.91,ID,1685484171
329,taksimo,56.3444,114.8794,8.04,61,5,0.78,RU,1685484498
330,nemuro,43.3236,145.575,8.94,83,1,4.34,JP,1685484152
331,messaad,34.1543,3.5031,19.26,49,100,7.29,DZ,1685484517
332,mar del plata,-38.0023,-57.5575,14.49,75,0,3.6,AR,1685484315
333,kenai,60.5544,-151.2583,11.68,80,68,5.22,US,1685484235
334,kargasok,59.0556,80.8572,12.35,53,7,2.39,RU,1685484501
335,susuman,62.7833,148.1667,12.79,30,17,0.24,RU,1685484169
336,lompoc,34.6391,-120.4579,19.32,74,100,4.92,US,1685484304
337,ancud,-41.8697,-73.8203,11.1,92,100,7.0,CL,1685484191
338,tazovsky,67.4667,78.7,10.93,76,99,5.11,RU,1685484092
339,ugoofaaru,5.6667,73.0,28.68,77,53,4.14,MV,1685484519
340,syanno,54.8106,29.7069,6.86,88,45,1.98,BY,1685484520
341,moab,38.5733,-109.5498,30.03,8,91,7.24,US,1685484520
342,saldanha,-33.0117,17.9442,13.03,86,100,8.24,ZA,1685484244
343,christies beach,-35.1396,138.4698,15.96,80,93,5.36,AU,1685484520
344,al qusayr,34.5091,36.5798,17.0,84,0,1.05,SY,1685484521
345,kingston,17.997,-76.7936,26.53,90,40,1.03,JM,1685484103
346,bela vista,-22.1089,-56.5211,18.83,97,100,0.88,BR,1685484521
347,urengoy,65.9667,78.3667,13.01,74,82,5.97,RU,1685484521
348,tofol,5.3248,163.0078,30.88,70,75,1.54,FM,1685484480
349,kiruna,67.8557,20.2251,5.51,81,100,7.72,SE,1685484522
350,campo formoso,-10.5075,-40.3214,23.09,67,73,4.91,BR,1685484275
351,gamba,-2.65,10.0,23.86,92,61,2.5,GA,1685484176
352,kone,-21.0595,164.8658,21.7,70,100,2.4,NC,1685484523
353,taulaga,-11.0553,-171.0883,28.52,76,94,5.41,AS,1685484322
354,roma,43.2128,-75.4557,29.08,32,0,1.54,US,1685484523
355,isla del bosque,22.7333,-105.85,29.15,58,0,5.92,MX,1685484524
356,korets,50.6165,27.1605,13.48,74,79,3.22,UA,1685484524
357,jayapura,-2.5333,140.7,27.66,89,80,1.6,ID,1685484524
358,preobrazheniye,42.9019,133.9064,14.16,61,0,2.21,RU,1685484524
359,kinablangan,7.6947,126.5503,26.69,78,100,2.86,PH,1685484525
360,mosjoen,65.836,13.1908,8.29,81,40,2.24,NO,1685484525
361,mawu,29.5923,107.3139,22.25,94,9,1.78,CN,1685484525
362,inhambane,-23.865,35.3833,20.79,77,32,2.8,MZ,1685484173
363,la ronge,55.1001,-105.2842,25.14,22,75,1.54,CA,1685484298
364,lata,40.1629,-8.3327,16.62,98,82,0.96,PT,1685484371
365,shahrud,36.4182,54.9763,24.92,32,91,1.51,IR,1685484526
366,laguna,38.421,-121.4238,26.29,47,0,6.17,US,1685484166
367,codrington,-38.2667,141.9667,14.1,86,100,7.36,AU,1685484225
368,murray bridge,-35.1167,139.2667,18.4,73,99,3.3,AU,1685484527
369,murzuq,25.9155,13.9184,29.15,13,14,3.88,LY,1685484296
370,kalianget,-7.05,113.9333,26.21,82,83,5.08,ID,1685484493
371,taltal,-25.4,-70.4833,17.94,76,33,2.35,CL,1685484440
372,saint-joseph,-21.3667,55.6167,20.21,77,18,1.96,RE,1685484242
373,itoman,26.1247,127.6694,28.01,83,75,8.23,JP,1685484324
374,bechar,31.6167,-2.2167,23.18,23,40,5.14,DZ,1685484213
375,azemmour,33.2895,-8.3425,19.11,78,23,3.3,MA,1685484529
376,montalbano jonico,40.2879,16.5788,16.59,90,73,1.3,IT,1685484529
377,punta del este,-34.9667,-54.95,14.37,80,0,2.57,UY,1685484529
378,miacatlan,18.7667,-99.3667,34.68,31,20,3.6,MX,1685484529
379,meizhou,24.2977,116.1072,26.12,89,92,0.59,CN,1685484163
380,joao pinheiro,-17.7425,-46.1725,22.77,50,99,4.28,BR,1685484231
381,guajara mirim,-10.7828,-65.3394,26.17,72,84,1.3,BR,1685484530
382,ashkelon,31.6693,34.5715,22.12,69,0,2.24,IL,1685484530
383,gillette,44.2911,-105.5022,24.5,43,0,4.12,US,1685484531
384,vinh long,10.25,105.9667,24.99,92,86,2.24,VN,1685484531
385,sisimiut,66.9395,-53.6735,4.33,62,100,8.99,GL,1685484531
386,mount pleasant,32.7941,-79.8626,26.12,72,0,5.14,US,1685484531
387,beaufort west,-32.3567,22.583,10.69,62,83,2.38,ZA,1685484532
388,luderitz,-26.6481,15.1594,13.19,88,0,4.62,NA,1685484249
389,endicott,42.0984,-76.0494,28.31,36,0,3.09,US,1685484532
390,gaspe,48.8334,-64.4819,21.88,47,78,2.88,CA,1685484494
391,douvres-la-delivrande,49.2947,-0.3804,12.42,87,100,7.2,FR,1685484533
392,akhtubinsk,48.2795,46.1722,19.38,79,0,4.57,RU,1685484533
393,masasi,-10.7167,38.8,18.26,93,96,1.01,TZ,1685484533
394,shimanovsk,52.0,127.7,11.61,77,83,1.45,RU,1685484534
395,izluchinsk,60.9794,76.9242,14.01,75,75,3.78,RU,1685484534
396,hosdurga,13.7981,76.2861,25.43,63,85,2.29,IN,1685484534
397,bereeda,11.8704,51.0579,30.42,68,1,1.53,SO,1685484534
398,quesnel,52.9999,-122.5029,18.28,34,20,2.06,CA,1685484535
399,barah,13.7,30.3667,28.79,42,9,2.01,SD,1685484535
400,agat village,13.3886,144.6585,25.53,94,100,6.17,GU,1685484535
401,boca chica,18.4537,-69.6111,29.64,79,40,2.57,DO,1685484535
402,cannonvale,-20.2833,148.7,17.66,87,98,6.86,AU,1685484409
403,umm kaddadah,13.6017,26.6876,32.16,32,37,2.03,SD,1685484310
404,egilsstadir,65.2653,-14.3948,7.95,71,40,5.14,IS,1685484323
405,kolonia,50.9333,6.95,15.53,73,0,4.63,DE,1685484288
406,bikenibeu village,1.3673,173.1241,29.98,74,20,2.06,KI,1685484402
407,la romana,18.4273,-68.9728,30.2,74,75,4.12,DO,1685484366
408,mejit,10.2753,170.8646,27.63,81,79,8.19,MH,1685484533
409,edmundston,47.3737,-68.3251,28.13,17,0,4.12,CA,1685484359
410,belyy yar,53.6039,91.3903,8.94,100,20,1.0,RU,1685484276
411,flin flon,54.7682,-101.865,27.52,24,2,0.89,CA,1685484538
412,cuenca,-2.8833,-78.9833,18.0,69,61,2.79,EC,1685484538
413,bondo,3.8146,23.6866,20.42,93,39,0.4,CD,1685484538
414,kill devil hills,36.0307,-75.676,22.0,87,75,3.6,US,1685484388
415,rawlins,41.7911,-107.2387,21.94,17,20,16.98,US,1685484344
416,cruzeiro do sul,-29.5128,-51.9853,18.07,88,43,0.41,BR,1685484539
417,myskhako,44.6714,37.7433,14.9,95,32,2.09,RU,1685484539
418,maile,-38.9466,-72.3727,8.34,94,100,3.02,CL,1685484539
419,starkville,33.4504,-88.8184,28.93,48,75,4.12,US,1685484266
420,tuxpan,19.55,-103.4,34.75,28,4,4.53,MX,1685484299
421,dainava (kaunas),54.9152,23.9683,10.0,66,5,2.06,LT,1685484545
422,safford,32.834,-109.7076,34.3,13,0,7.2,US,1685484545
423,port-vila,-17.7338,168.3219,25.78,73,75,5.66,VU,1685484546
424,shingu,33.7333,135.9833,19.35,88,100,1.65,JP,1685484277
425,alofi,-19.0595,-169.9187,26.94,69,40,4.12,NU,1685484546
426,sittwe,20.15,92.9,28.63,83,98,3.89,MM,1685484546
427,praia da vitoria,38.7333,-27.0667,17.42,83,97,4.26,PT,1685484468
428,luena,-11.7833,19.9167,15.51,55,3,0.74,AO,1685484547
429,north battleford,52.7834,-108.2847,19.05,68,75,9.77,CA,1685484547
430,pariaman,-0.619,100.12,24.35,94,100,1.97,ID,1685483897
431,kalmunai,7.4167,81.8167,26.3,82,96,2.11,LK,1685484308
432,linghai,41.1653,121.3667,19.48,42,86,2.18,CN,1685484548
433,belmonte,-15.8631,-38.8828,23.3,86,20,4.39,BR,1685484278
434,howard springs,-12.497,131.047,18.95,80,50,3.02,AU,1685484500
435,sol'-iletsk,51.1631,54.9918,23.02,29,100,5.34,RU,1685484549
436,sabana de torres,7.3915,-73.4957,30.34,83,100,1.11,CO,1685484549
437,trujillo,-8.116,-79.03,23.98,78,49,3.6,PE,1685484549
438,amahai,-3.3333,128.9167,28.89,89,90,3.51,ID,1685484499
439,margate,51.3813,1.3862,12.17,82,100,4.47,GB,1685484236
440,cidade velha,14.9167,-23.6167,25.26,61,0,8.75,CV,1685484550
441,n'zeto,-7.2312,12.8666,22.93,89,35,3.83,AO,1685484550
442,namsos,64.4662,11.4957,8.95,87,100,7.72,NO,1685484551
443,crane,31.3974,-102.3501,34.09,23,3,6.69,US,1685484168
444,palmer,42.1584,-72.3287,24.94,35,20,4.12,US,1685484081
445,szczebrzeszyn,50.695,22.9795,10.13,76,0,2.84,PL,1685484551
446,maumere,-8.6199,122.2111,24.86,85,83,3.23,ID,1685484552
447,tralee,52.2704,-9.7026,12.83,85,2,0.85,IE,1685484173
448,ed damer,17.5928,33.9592,31.02,39,9,5.21,SD,1685484552
449,tazacorte,28.629,-17.9293,21.54,68,40,1.79,ES,1685484334
450,north bend,43.4065,-124.2243,19.58,59,39,7.88,US,1685484177
451,batticaloa,7.7102,81.6924,27.15,79,100,1.75,LK,1685484379
452,dubreka,9.7911,-13.5233,27.98,88,72,0.7,GN,1685484553
453,loreto,22.2667,-101.9667,27.74,17,2,2.15,MX,1685484553
454,lower sackville,44.7733,-63.6885,16.57,49,74,3.25,CA,1685484554
455,axim,4.8699,-2.2405,26.37,85,44,3.11,GH,1685484498
456,markovo,57.3206,107.0881,8.43,62,63,1.58,RU,1685484153
457,sirte,31.2089,16.5887,20.55,84,31,5.46,LY,1685484554
458,canutama,-6.5339,-64.3831,27.25,76,100,1.43,BR,1685484554
459,hotan,37.0997,79.9269,19.17,23,77,3.32,CN,1685484297
460,fort irwin,35.2627,-116.6848,27.9,15,0,7.72,US,1685484555
461,hibbing,47.4272,-92.9377,26.68,53,20,4.63,US,1685484555
462,morondava,-20.2833,44.2833,22.48,54,0,3.55,MG,1685484556
463,laojunmiao,39.8333,97.7333,8.55,30,93,1.46,CN,1685484556
464,cole harbour,44.6724,-63.4751,19.66,48,40,11.32,CA,1685484192
465,mossendjo,-2.9506,12.7261,21.86,96,96,1.83,CG,1685484445
466,clinton,42.587,-82.9199,32.29,44,20,5.66,US,1685484531
467,farafangana,-22.8167,47.8333,20.34,79,6,0.87,MG,1685484557
468,ofunato,39.0717,141.7167,14.73,66,59,0.91,JP,1685484557
469,zhezqazghan,47.7833,67.7667,21.43,32,3,3.86,KZ,1685484557
470,ivins,37.1686,-113.6794,32.31,14,100,0.45,US,1685484558
471,alibag,18.6411,72.8792,30.04,80,1,2.73,IN,1685484520
472,zeya,53.75,127.2667,10.3,75,100,1.23,RU,1685484558
473,auki,-8.7676,160.7034,25.23,87,100,2.96,SB,1685484558
474,namtsy,62.7161,129.6658,13.56,57,16,1.37,RU,1685484559
475,kavieng,-2.5744,150.7967,28.48,77,20,3.62,PG,1685484238
476,al bayda',32.7627,21.7551,20.03,53,99,11.3,LY,1685484560
477,cill airne,52.05,-9.5167,12.45,90,3,1.36,IE,1685484560
478,tateyama,34.9833,139.8667,16.43,89,100,7.78,JP,1685484560
479,le puy-en-velay,45.0437,3.8852,12.31,97,74,0.71,FR,1685484561
480,san andres,12.5847,-81.7006,30.01,74,20,3.09,CO,1685484372
481,sangsong-ni,39.1694,126.8856,14.28,82,96,1.3,KP,1685484561
482,manokwari,-0.8667,134.0833,26.94,75,33,0.74,ID,1685484218
483,kerikeri,-35.2268,173.9474,17.17,96,80,0.89,NZ,1685484523
484,noumea,-22.2763,166.4572,22.22,99,100,5.97,NC,1685484274
485,changli,39.7042,119.1506,19.07,43,57,0.24,CN,1685484562
486,pandan,14.0453,124.1694,28.53,78,100,7.22,PH,1685484562
487,borovskoy,53.8,64.15,21.05,59,99,4.41,KZ,1685484206
488,revda,56.801,59.9303,16.71,52,100,2.01,RU,1685484563
489,aioun,16.6614,-9.6149,37.2,15,97,5.64,MR,1685484306
490,beyneu,45.3167,55.2,24.66,26,87,7.23,KZ,1685484563
491,ouallam,14.3188,2.0866,36.47,29,100,1.54,NE,1685484563
492,bouznika,33.7894,-7.1597,19.71,80,0,1.73,MA,1685484564
493,carrigaline,51.8117,-8.3986,14.86,72,40,1.03,IE,1685484564
494,reggane,26.7158,0.1714,29.35,18,13,5.09,DZ,1685484564
495,dolores,-36.3132,-57.6792,10.68,82,36,3.18,AR,1685484220
496,rio grande,-32.035,-52.0986,16.06,87,17,3.33,BR,1685484238
497,luanda,-8.8368,13.2343,21.95,85,27,4.1,AO,1685484570
498,santona,43.4439,-3.4576,18.51,90,8,0.94,ES,1685484576
499,tobelo,1.7284,128.0095,26.97,82,51,1.64,ID,1685484576
500,hadibu,12.65,54.0333,29.41,79,13,2.15,YE,1685484244
501,maloye ganyushkino,46.6,49.2667,22.65,69,68,3.01,KZ,1685484576
502,westport,41.1415,-73.3579,22.4,62,0,4.12,US,1685484252
503,pechora,65.1472,57.2244,11.61,74,51,2.86,RU,1685484577
504,brookings,44.3114,-96.7984,31.19,42,0,4.63,US,1685484297
505,harran,36.86,39.0314,23.15,42,5,3.13,TR,1685484577
506,sona,45.4388,10.8255,18.77,69,93,2.44,IT,1685484578
507,yura,-16.2522,-71.6797,15.65,40,4,2.08,PE,1685484578
508,civitavecchia,42.0933,11.7967,17.47,78,52,2.13,IT,1685484578
509,amalapuram,16.5833,82.0167,26.16,81,100,2.35,IN,1685484583
510,winnemucca,40.973,-117.7357,26.03,25,100,3.09,US,1685484584
511,tvoroyri,61.5556,-6.8111,9.59,92,89,9.11,FO,1685484167
512,buedu,8.2803,-10.3719,23.17,99,91,1.64,SL,1685484584
513,howrah,22.5892,88.3103,30.0,89,20,2.06,IN,1685484584
514,lorengau,-2.0226,147.2712,28.46,74,40,2.37,PG,1685484178
515,port blair,11.6667,92.75,28.08,79,100,3.94,IN,1685484585
516,mogadishu,2.0371,45.3438,26.86,82,52,7.52,SO,1685484406
517,hiratacho,35.4333,132.8167,17.98,88,75,5.66,JP,1685484585
518,melfort,52.8667,-104.6177,26.12,28,2,2.89,CA,1685484586
519,salym,60.0625,71.4789,10.77,80,5,2.15,RU,1685484586
520,zemio,5.0314,25.1361,20.49,88,55,1.06,CF,1685484586
521,kolonia town,6.964,158.206,30.0,79,100,2.06,FM,1685484587
522,rikaze,29.25,88.8833,10.58,47,0,1.83,CN,1685484229
523,lander,42.833,-108.7307,22.84,32,75,10.29,US,1685484299
524,salinopolis,-0.6136,-47.3561,26.12,87,92,4.71,BR,1685484320
525,yaren,-0.5472,166.916,28.04,72,99,0.21,NR,1685484170
526,arenapolis,-14.4503,-56.8461,22.49,83,83,2.3,BR,1685484588
527,kavalerovo,44.2661,135.0572,12.5,62,1,1.65,RU,1685484588
528,ashoknagar,24.5667,77.7167,28.89,37,0,2.7,IN,1685484588
529,sur,22.5667,59.5289,32.04,52,0,6.28,OM,1685484449
530,tumut,-35.3,148.2167,11.58,89,100,0.47,AU,1685484589
531,alaghsas,17.0187,8.0168,33.81,9,3,5.02,NE,1685484476
532,richards bay,-28.783,32.0377,21.37,79,4,6.38,ZA,1685484589
533,huarmey,-10.0681,-78.1522,23.45,74,7,4.44,PE,1685484590
534,puerto leguizamo,-0.1934,-74.7819,26.21,93,81,0.5,CO,1685484590
535,ubari,26.5921,12.7805,28.17,17,0,2.54,LY,1685484523
536,vestby,59.6024,10.7467,13.61,88,42,1.34,NO,1685484590
537,nuuk,64.1835,-51.7216,9.34,53,75,6.71,GL,1685484394
538,siwa oasis,29.2041,25.5195,28.86,24,76,5.44,EG,1685484591
539,labuan bajo,-8.4964,119.8877,23.59,89,84,2.39,ID,1685484591
540,thames,-37.1333,175.5333,13.93,92,75,2.07,NZ,1685484231
541,bulgan,48.8125,103.5347,8.59,92,100,4.43,MN,1685484592
542,jijiang,29.2906,106.2542,24.18,95,3,1.95,CN,1685484597
543,omoku,5.3435,6.6532,24.32,96,79,1.78,NG,1685484597
544,ayorou,14.7308,0.9174,37.33,26,67,1.9,NE,1685484532
545,kurumkan,54.3,110.3,11.72,43,97,2.78,RU,1685484370
546,prata,-19.3072,-48.9242,23.05,57,99,3.73,BR,1685484598
547,beledweyne,4.7358,45.2036,27.25,67,79,7.81,SO,1685484598
548,aswan,24.0934,32.907,28.87,19,0,4.11,EG,1685484451
549,hobyo,5.3505,48.5268,28.06,80,82,11.07,SO,1685484470
550,jining,35.405,116.5814,18.14,83,69,2.25,CN,1685484535
551,tabou,4.423,-7.3528,26.2,86,80,2.46,CI,1685484599
552,estes park,40.3772,-105.5217,23.02,24,99,3.13,US,1685484317
553,kobuleti,41.82,41.7753,19.0,92,31,2.46,GE,1685484600
554,sarmiento,-45.5882,-69.07,12.13,66,10,5.91,AR,1685484600
555,mugia,43.1041,-9.2179,16.2,95,93,1.57,ES,1685484504
556,quchan,37.106,58.5095,18.75,21,7,1.83,IR,1685484601
557,dolinsk,47.35,142.8,11.01,59,22,2.93,RU,1685484602
558,balkanabat,39.5108,54.3671,32.22,8,87,7.56,TM,1685484535
559,istok,42.7808,20.4875,14.15,87,99,2.16,XK,1685484603
560,fallon,39.4735,-118.7774,26.93,27,40,3.6,US,1685484603
561,dalbandin,28.8947,64.4101,27.76,8,1,2.37,PK,1685484604
562,bageshwar,29.85,79.7667,16.61,83,13,1.14,IN,1685484604
